path,line,size_bytes,text,looks_like_source_table
reports/1781004956.733.387f428e/ml_score_by_event.csv,195249,37409197,"56,high_20nA,20.0,311222,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.015111785309737683,0.4607267702416368",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,195464,37409197,"56,high_20nA,20.0,311511,0,amp_2500_4500|s16_large_lowering|p02_early_pathology,amp_2500_4500,s16_large_lowering,p02_early_pathology,0.005734432209073435,0.531728925830666",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,195713,37409197,"56,high_20nA,20.0,311850,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015110050405900414,0.4928146080140827",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,195890,37409197,"56,high_20nA,20.0,312088,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015112618325783549,0.5746505064718518",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,195932,37409197,"56,high_20nA,20.0,312147,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04742289185283383,0.5421009655255157",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,196354,37409197,"56,high_20nA,20.0,312719,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.04076106360299138,0.38398837747917386",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,196395,37409197,"56,high_20nA,20.0,312776,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.08292554700454732,0.5565750117412147",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,197244,37409197,"56,high_20nA,20.0,313950,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04693255270135368,0.58635559215113",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,197405,37409197,"56,high_20nA,20.0,314161,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.07215110282312047,0.5900312156876696",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,197439,37409197,"56,high_20nA,20.0,314204,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0619204809248615,0.5765621063690433",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,197457,37409197,"56,high_20nA,20.0,314231,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04772300276632573,0.5836870171511731",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,197753,37409197,"56,high_20nA,20.0,314646,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06748677052515112,0.49619689712602866",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,197814,37409197,"56,high_20nA,20.0,314731,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.020747975771214785,0.5025730155024087",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,198049,37409197,"56,high_20nA,20.0,315047,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.08856515119957319,0.39737139098409946",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,198098,37409197,"56,high_20nA,20.0,315111,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.017683691211247816,0.545543353325884",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,198099,37409197,"56,high_20nA,20.0,315112,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06775336468011793,0.5059526126480566",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,198100,37409197,"56,high_20nA,20.0,315114,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06293968502738574,0.5762745875415269",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,198101,37409197,"56,high_20nA,20.0,315115,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.3879446309442686,0.49596261228392496",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,198102,37409197,"56,high_20nA,20.0,315116,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0988769634101614,0.5688879353917239",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,198103,37409197,"56,high_20nA,20.0,315117,1,amp_1000_2500|s16_mild_lowering|p02_broad_late,amp_1000_2500,s16_mild_lowering,p02_broad_late,0.015318915301898172,0.4555364757621971",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,198104,37409197,"56,high_20nA,20.0,315118,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.034674601251482175,0.5960302865899235",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,198105,37409197,"56,high_20nA,20.0,315119,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.024295834506160872,0.5667855122378017",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,198146,37409197,"56,high_20nA,20.0,315181,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06825116371283388,0.5574151108168718",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,198657,37409197,"56,high_20nA,20.0,315884,1,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,0.0028781941511089306,0.5207848472451269",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,199211,37409197,"56,high_20nA,20.0,316623,1,amp_ge_4500|s16_large_lowering|p02_early_pathology,amp_ge_4500,s16_large_lowering,p02_early_pathology,0.0029985025043313385,0.4925544179121474",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,199445,37409197,"56,high_20nA,20.0,316939,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.004253590020361981,0.3619165739815119",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,199460,37409197,"56,high_20nA,20.0,316958,0,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,5.043517474068256e-11,0.6151136820153537",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,200037,37409197,"56,high_20nA,20.0,317698,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.050442697096853596,0.5751511833393369",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,200241,37409197,"56,high_20nA,20.0,317971,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.037542088876709394,0.5871061511078524",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,201121,37409197,"56,high_20nA,20.0,319147,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04743780115117977,0.5568195936900577",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,201261,37409197,"56,high_20nA,20.0,319339,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0637493571511505,0.5763278964465659",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,201467,37409197,"56,high_20nA,20.0,319603,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01748216086337799,0.457422214121476",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,201753,37409197,"56,high_20nA,20.0,319974,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.09965950331511697,0.5730719309921816",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,202763,37409197,"56,high_20nA,20.0,321355,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05807113507882402,0.5751511419699706",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,202811,37409197,"56,high_20nA,20.0,321414,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06383900552238231,0.5602011511516586",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,202813,37409197,"56,high_20nA,20.0,321416,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.039696499184023924,0.6160670215114143",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,202883,37409197,"56,high_20nA,20.0,321511,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05456769908706546,0.6146820509553383",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,202918,37409197,"56,high_20nA,20.0,321563,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.03192348947415111,0.6403524402759417",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,203273,37409197,"56,high_20nA,20.0,322020,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.8255121475456753,0.5573798791156042",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,204594,37409197,"56,high_20nA,20.0,323700,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.057749012086938785,0.5151187572272173",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,204729,37409197,"56,high_20nA,20.0,323877,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015110390036211228,0.5294028757734748",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,204770,37409197,"56,high_20nA,20.0,323940,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.05654299627115118,0.41610217771876373",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,204851,37409197,"56,high_20nA,20.0,324052,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.014598883576365103,0.558444151123509",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,205068,37409197,"56,high_20nA,20.0,324318,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.08270456015114669,0.4638410113604755",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,205239,37409197,"56,high_20nA,20.0,324543,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.022000925007715118,0.33577483454461965",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,205522,37409197,"56,high_20nA,20.0,324912,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.045071311104413946,0.5832879087115111",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,205556,37409197,"56,high_20nA,20.0,324963,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.14655353726028317,0.4085072054151135",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,205596,37409197,"56,high_20nA,20.0,325016,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04157106363277905,0.5875657531403862",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,206250,37409197,"56,high_20nA,20.0,325844,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.07417023321511833,0.4025042088448095",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,206345,37409197,"56,high_20nA,20.0,325977,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.07201511272717345,0.5120386062178034",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,206453,37409197,"56,high_20nA,20.0,326111,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05882106360337933,0.5463372841438858",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,206659,37409197,"56,high_20nA,20.0,326378,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.11511976732507335,0.4999969739610404",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,206671,37409197,"56,high_20nA,20.0,326396,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.07806315840999566,0.5974015118199405",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,206710,37409197,"56,high_20nA,20.0,326444,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.022722151113151578,0.5576166291629453",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,207086,37409197,"56,high_20nA,20.0,326928,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05303827985404044,0.5935015112327566",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,207254,37409197,"56,high_20nA,20.0,327153,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.08915119829952517,0.5351679905174631",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,207471,37409197,"56,high_20nA,20.0,327430,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.15117286093143129,0.5899191991785189",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,207478,37409197,"56,high_20nA,20.0,327439,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.09947529936928554,0.5817151170941544",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,208128,37409197,"56,high_20nA,20.0,328281,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.012071779136815114,0.5771300904561621",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,208463,37409197,"56,high_20nA,20.0,328740,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.014750771494056899,0.5734425151173312",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,208778,37409197,"56,high_20nA,20.0,329170,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.035079452015879815,0.41118223571151163",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,208861,37409197,"56,high_20nA,20.0,329285,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015112124721755016,0.5388289550606472",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,208894,37409197,"56,high_20nA,20.0,329330,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05471352205240579,0.6151122786777713",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,209357,37409197,"56,high_20nA,20.0,329948,0,amp_ge_4500|s16_large_lowering|p02_early_pathology,amp_ge_4500,s16_large_lowering,p02_early_pathology,0.000838338992846089,0.7094166151159564",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,209505,37409197,"56,high_20nA,20.0,330154,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015117788243188142,0.5563057907441733",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,209922,37409197,"56,high_20nA,20.0,330728,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.050084861786002945,0.5151117282464033",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,210338,37409197,"56,high_20nA,20.0,331300,1,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.6545066151169823,0.4862188828757551",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,210498,37409197,"56,high_20nA,20.0,331511,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.03763436370174071,0.593706289673024",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,210524,37409197,"56,high_20nA,20.0,331542,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.03463557242351454,0.5717031214791809",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,210633,37409197,"56,high_20nA,20.0,331685,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06747956713771903,0.5875257121511585",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,210714,37409197,"56,high_20nA,20.0,331792,0,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,0.34014618465207513,0.5922651063642568",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,210747,37409197,"56,high_20nA,20.0,331837,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01999841434897669,0.5411511675296384",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,211143,37409197,"56,high_20nA,20.0,332375,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.026394105095222414,0.3771511686728187",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,211566,37409197,"56,high_20nA,20.0,332947,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.014878129185024408,0.4317263151126894",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,211725,37409197,"56,high_20nA,20.0,333140,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.3412771251970836,0.5624697664106366",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,211861,37409197,"56,high_20nA,20.0,333310,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015119469928997466,0.5707256953985668",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,212022,37409197,"56,high_20nA,20.0,333524,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015110054266914573,0.5621786018615837",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,212057,37409197,"56,high_20nA,20.0,333570,0,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,0.028151158819973408,0.5482214510353649",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,212079,37409197,"56,high_20nA,20.0,333607,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015115252843542669,0.5622879079997507",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,212589,37409197,"56,high_20nA,20.0,334290,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.09047761591511298,0.5833136189843288",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,212597,37409197,"56,high_20nA,20.0,334301,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01511200538188873,0.563634602403099",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,212637,37409197,"56,high_20nA,20.0,334348,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.029986725214642566,0.5521063629121304",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,212881,37409197,"56,high_20nA,20.0,334669,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01069511315115692,0.5935620687268284",False
